file,class,num_vertices,num_faces,face_types,bounding_box
normalized_data/Insect/m20_6232.obj,Insect,6232,12243,only triangles,"{'min': [-0.47, -0.24, -0.42], 'max': [0.53, 0.18, 0.53]}"
normalized_data/Insect/D00081_4366.obj,Insect,4366,8684,only triangles,"{'min': [-0.5, -0.23, -0.21], 'max': [0.5, 0.57, 0.12]}"
normalized_data/Insect/D00615_2546.obj,Insect,2546,4488,only triangles,"{'min': [-0.51, -0.57, -0.18], 'max': [0.49, 0.25, 0.42]}"
normalized_data/Insect/m18_4250.obj,Insect,4250,8324,only triangles,"{'min': [-0.5, -0.17, -0.39], 'max': [0.5, 0.25, 0.41]}"
normalized_data/Insect/m2_3495.obj,Insect,3495,6754,only triangles,"{'min': [-0.31, -0.28, -0.54], 'max': [0.31, 0.24, 0.46]}"
normalized_data/Insect/D00231_5751.obj,Insect,5751,11448,only triangles,"{'min': [-0.5, -0.55, -0.1], 'max': [0.45, 0.45, 0.11]}"
normalized_data/Insect/m10_5757.obj,Insect,5757,11418,only triangles,"{'min': [-0.44, -0.5, -0.08], 'max': [0.48, 0.5, 0.13]}"
normalized_data/Insect/D00662_8227.obj,Insect,8223,17849,only triangles,"{'min': [-0.45, -0.38, -0.2], 'max': [0.55, 0.5, 0.31]}"
normalized_data/Insect/m16_2666.obj,Insect,2666,5242,only triangles,"{'min': [-0.42, -0.09, -0.36], 'max': [0.58, 0.17, 0.37]}"
normalized_data/Insect/D00695_3626.obj,Insect,3626,7196,only triangles,"{'min': [-0.38, -0.35, -0.17], 'max': [0.62, 0.34, 0.08]}"
normalized_data/Insect/D00668_9105.obj,Insect,9105,19862,only triangles,"{'min': [-0.41, -0.27, -0.36], 'max': [0.59, 0.38, 0.3]}"
normalized_data/Insect/D00713_7241.obj,Insect,7241,14451,only triangles,"{'min': [-0.55, -0.44, -0.21], 'max': [0.45, 0.35, 0.31]}"
normalized_data/Insect/D00294_2022.obj,Insect,2022,3180,only triangles,"{'min': [-0.26, -0.49, -0.14], 'max': [0.74, 0.43, 0.16]}"
normalized_data/Insect/m6.obj,Insect,9184,17998,only triangles,"{'min': [-0.34, -0.43, -0.6], 'max': [0.34, 0.29, 0.4]}"
normalized_data/Insect/D00973.obj,Insect,7638,15145,only triangles,"{'min': [-0.69, -0.34, -0.16], 'max': [0.31, 0.27, 0.25]}"
normalized_data/Insect/D00399_2762.obj,Insect,2762,5389,only triangles,"{'min': [-0.56, -0.5, -0.12], 'max': [0.34, 0.5, 0.09]}"
normalized_data/Insect/D00884_8691.obj,Insect,8685,18653,only triangles,"{'min': [-0.46, -0.39, -0.2], 'max': [0.54, 0.5, 0.31]}"
normalized_data/Insect/m21_6668.obj,Insect,6668,13230,only triangles,"{'min': [-0.5, -0.3, -0.34], 'max': [0.5, 0.22, 0.5]}"
normalized_data/Insect/m23_5245.obj,Insect,5245,10442,only triangles,"{'min': [-0.24, -0.24, -0.56], 'max': [0.23, 0.18, 0.44]}"
normalized_data/Insect/D00109_3248.obj,Insect,3248,5392,only triangles,"{'min': [-0.51, -0.29, -0.2], 'max': [0.49, 0.53, 0.42]}"
normalized_data/Insect/D00315_6380.obj,Insect,6380,12704,only triangles,"{'min': [-0.56, -0.32, -0.22], 'max': [0.44, 0.26, 0.15]}"
normalized_data/Insect/D00786_2830.obj,Insect,2830,5430,only triangles,"{'min': [-0.51, -0.29, -0.26], 'max': [0.49, 0.25, 0.14]}"
normalized_data/Insect/m17_5934.obj,Insect,5928,11752,only triangles,"{'min': [-0.5, -0.14, -0.34], 'max': [0.5, 0.14, 0.32]}"
normalized_data/Insect/m26.obj,Insect,5266,10274,only triangles,"{'min': [-0.43, -0.26, -0.51], 'max': [0.43, 0.16, 0.49]}"
normalized_data/Insect/D00895_4170.obj,Insect,4170,7814,only triangles,"{'min': [-0.39, -0.37, -0.47], 'max': [0.61, 0.26, 0.19]}"
normalized_data/Insect/D00136_10227.obj,Insect,10227,20314,only triangles,"{'min': [-0.64, -0.3, -0.21], 'max': [0.36, 0.41, 0.17]}"
normalized_data/Insect/m7_6577.obj,Insect,6577,13134,only triangles,"{'min': [-0.29, -0.39, -0.58], 'max': [0.29, 0.19, 0.42]}"
normalized_data/Insect/m24_7176.obj,Insect,7176,14310,only triangles,"{'min': [-0.5, -0.25, -0.43], 'max': [0.5, 0.18, 0.44]}"
normalized_data/Insect/D00806_5469.obj,Insect,5469,10898,only triangles,"{'min': [-0.48, -0.5, -0.29], 'max': [0.52, 0.48, 0.27]}"
normalized_data/Insect/D00774_5429.obj,Insect,5423,10742,only triangles,"{'min': [-0.5, -0.33, -0.16], 'max': [0.5, 0.33, 0.14]}"
normalized_data/Insect/D00734_5280.obj,Insect,5280,10357,only triangles,"{'min': [-0.48, -0.5, -0.22], 'max': [0.52, 0.46, 0.16]}"
normalized_data/Insect/D00590_4147.obj,Insect,4147,8290,only triangles,"{'min': [-0.51, -0.33, -0.08], 'max': [0.49, 0.37, 0.08]}"
normalized_data/Insect/m15_6071.obj,Insect,6071,12130,only triangles,"{'min': [-0.45, -0.2, -0.23], 'max': [0.55, 0.22, 0.28]}"
normalized_data/Insect/D00787_1467.obj,Insect,1464,2425,only triangles,"{'min': [-0.51, -0.13, -0.01], 'max': [0.49, 0.13, 0.01]}"
normalized_data/Insect/m3_4608.obj,Insect,4608,9156,only triangles,"{'min': [-0.48, -0.29, -0.49], 'max': [0.48, 0.27, 0.51]}"
normalized_data/Insect/m22_7698.obj,Insect,7698,15350,only triangles,"{'min': [-0.5, -0.25, -0.38], 'max': [0.5, 0.18, 0.32]}"
normalized_data/Insect/D00102_2572.obj,Insect,2572,4659,only triangles,"{'min': [-0.55, -0.45, -0.27], 'max': [0.45, 0.22, 0.37]}"
normalized_data/Insect/m8_8179.obj,Insect,8179,16195,only triangles,"{'min': [-0.25, -0.5, -0.42], 'max': [0.23, 0.5, 0.43]}"
normalized_data/Insect/m14_3678.obj,Insect,3678,7044,only triangles,"{'min': [-0.53, -0.3, -0.34], 'max': [0.47, 0.43, 0.45]}"
normalized_data/Insect/D00753_7960.obj,Insect,7960,16147,only triangles,"{'min': [-0.4, -0.26, -0.2], 'max': [0.6, 0.27, 0.34]}"
normalized_data/Insect/D00672_3334.obj,Insect,3334,5636,only triangles,"{'min': [-0.49, -0.39, -0.14], 'max': [0.51, 0.33, 0.23]}"
normalized_data/Insect/D00788.obj,Insect,6175,9662,only triangles,"{'min': [-0.41, -0.35, -0.21], 'max': [0.59, 0.43, 0.34]}"
normalized_data/Insect/D00309_6117.obj,Insect,6117,12093,only triangles,"{'min': [-0.5, -0.51, -0.24], 'max': [0.5, 0.39, 0.22]}"
normalized_data/Insect/m19_3334.obj,Insect,3334,5635,only triangles,"{'min': [-0.5, -0.18, -0.33], 'max': [0.5, 0.16, 0.32]}"
normalized_data/Insect/D00117.obj,Insect,5090,9732,only triangles,"{'min': [-0.48, -0.39, -0.35], 'max': [0.52, 0.42, 0.16]}"
normalized_data/Insect/m12_5009.obj,Insect,5009,9969,only triangles,"{'min': [-0.5, -0.18, -0.31], 'max': [0.5, 0.19, 0.25]}"
normalized_data/Insect/D00752_9652.obj,Insect,9652,19913,only triangles,"{'min': [-0.38, -0.48, -0.2], 'max': [0.62, 0.42, 0.15]}"
normalized_data/Insect/m4_4346.obj,Insect,4346,8260,only triangles,"{'min': [-0.28, -0.49, -0.15], 'max': [0.28, 0.51, 0.17]}"
normalized_data/Insect/D00814_5825.obj,Insect,5825,11554,only triangles,"{'min': [-0.51, -0.48, -0.06], 'max': [0.49, 0.44, 0.13]}"
normalized_data/Insect/D00180_2572.obj,Insect,2572,4660,only triangles,"{'min': [-0.46, -0.2, -0.38], 'max': [0.54, 0.44, 0.28]}"
normalized_data/Insect/m1_5444.obj,Insect,5444,10812,only triangles,"{'min': [-0.21, -0.19, -0.44], 'max': [0.21, 0.19, 0.56]}"
normalized_data/Insect/m25_4550.obj,Insect,4550,9096,only triangles,"{'min': [-0.41, -0.3, -0.43], 'max': [0.42, 0.21, 0.57]}"
normalized_data/Insect/D00746_4250.obj,Insect,4250,8324,only triangles,"{'min': [-0.5, -0.39, -0.2], 'max': [0.5, 0.41, 0.22]}"
normalized_data/Bookset/D01096_65351.obj,Bookset,65351,130140,only triangles,"{'min': [-0.53, -0.26, -0.27], 'max': [0.47, 0.29, 0.29]}"
normalized_data/Bookset/D01190_24563.obj,Bookset,24563,48331,only triangles,"{'min': [-0.11, -0.49, -0.16], 'max': [0.11, 0.51, 0.21]}"
normalized_data/Bookset/D01199_5258.obj,Bookset,5258,10431,only triangles,"{'min': [-0.42, -0.21, -0.28], 'max': [0.58, 0.35, 0.28]}"
normalized_data/Bookset/D01042_26228.obj,Bookset,26228,51977,only triangles,"{'min': [-0.38, -0.38, -0.4], 'max': [0.48, 0.37, 0.6]}"
normalized_data/Bookset/D01065_11535.obj,Bookset,11535,22825,only triangles,"{'min': [-0.58, -0.2, -0.26], 'max': [0.42, 0.33, 0.3]}"
normalized_data/Bookset/D01135_22431.obj,Bookset,22431,44607,only triangles,"{'min': [-0.48, -0.26, -0.24], 'max': [0.52, 0.17, 0.24]}"
normalized_data/Bookset/D01182_11344.obj,Bookset,11344,22826,only triangles,"{'min': [-0.39, -0.36, -0.44], 'max': [0.36, 0.6, 0.56]}"
normalized_data/Bookset/D01078_13061.obj,Bookset,13061,25630,only triangles,"{'min': [-0.53, -0.19, -0.3], 'max': [0.47, 0.21, 0.26]}"
normalized_data/Bookset/D01110_14989.obj,Bookset,14989,30044,only triangles,"{'min': [-0.4, -0.46, -0.38], 'max': [0.37, 0.37, 0.62]}"
normalized_data/Bookset/D01109_14801.obj,Bookset,14801,29065,only triangles,"{'min': [-0.38, -0.52, -0.49], 'max': [0.33, 0.48, 0.38]}"
normalized_data/Bookset/D01108_17945.obj,Bookset,17945,35437,only triangles,"{'min': [-0.21, -0.5, -0.31], 'max': [0.2, 0.5, 0.37]}"
normalized_data/Bookset/D01183_35661.obj,Bookset,35651,70007,only triangles,"{'min': [-0.56, -0.32, -0.45], 'max': [0.44, 0.29, 0.46]}"
normalized_data/Bookset/D01050_12308.obj,Bookset,12308,24596,only triangles,"{'min': [-0.45, -0.45, -0.39], 'max': [0.41, 0.46, 0.61]}"
normalized_data/Bookset/D01038_2208.obj,Bookset,2208,4421,only triangles,"{'min': [-0.09, -0.58, -0.19], 'max': [0.14, 0.42, 0.19]}"
normalized_data/Bookset/D01009_45617.obj,Bookset,45617,90054,only triangles,"{'min': [-0.5, -0.23, -0.33], 'max': [0.5, 0.39, 0.32]}"
normalized_data/Bookset/D01146_2291.obj,Bookset,2291,2604,only triangles,"{'min': [-0.34, -0.3, -0.55], 'max': [0.53, 0.61, 0.45]}"
normalized_data/Bookset/D01184_61226.obj,Bookset,61226,123114,only triangles,"{'min': [-0.25, -0.35, -0.47], 'max': [0.33, 0.36, 0.53]}"
normalized_data/Bookset/D01122_23260.obj,Bookset,23260,46760,only triangles,"{'min': [-0.51, -0.36, -0.35], 'max': [0.49, 0.28, 0.38]}"
normalized_data/Bookset/D01030_17193.obj,Bookset,17193,34326,only triangles,"{'min': [-0.49, -0.39, -0.34], 'max': [0.51, 0.34, 0.49]}"
normalized_data/Bookset/D01013_10669.obj,Bookset,10669,21122,only triangles,"{'min': [-0.22, -0.42, -0.28], 'max': [0.36, 0.58, 0.33]}"
normalized_data/Tree/m1097_2089.obj,Tree,2086,3856,only triangles,"{'min': [-0.33, -0.64, -0.01], 'max': [0.34, 0.36, 0.0]}"
normalized_data/Tree/D00439_9242.obj,Tree,9017,6899,only triangles,"{'min': [-0.48, -0.73, -0.35], 'max': [0.51, 0.27, 0.4]}"
normalized_data/Tree/m1092_6145.obj,Tree,6145,12254,only triangles,"{'min': [-0.5, -0.56, -0.52], 'max': [0.5, 0.2, 0.43]}"
normalized_data/Tree/D00727_9147.obj,Tree,9110,15934,only triangles,"{'min': [-0.49, -0.45, -0.54], 'max': [0.51, 0.48, 0.46]}"
normalized_data/Tree/m1096_3021.obj,Tree,3021,5465,only triangles,"{'min': [-0.26, -0.61, -0.26], 'max': [0.31, 0.39, 0.31]}"
normalized_data/Tree/D00221_8952.obj,Tree,8892,18002,only triangles,"{'min': [-0.32, -0.49, -0.46], 'max': [0.64, 0.51, 0.54]}"
normalized_data/Tree/D00777_8929.obj,Tree,8863,13843,only triangles,"{'min': [-0.42, -0.28, -0.27], 'max': [0.58, 0.27, 0.28]}"
normalized_data/Tree/m1095_4330.obj,Tree,4330,7897,only triangles,"{'min': [-0.49, -0.74, -0.54], 'max': [0.5, 0.26, 0.44]}"
normalized_data/Tree/D00834_8625.obj,Tree,8490,18289,only triangles,"{'min': [-0.38, -0.25, -0.26], 'max': [0.62, 0.26, 0.26]}"
normalized_data/Tree/m1071_2793.obj,Tree,2775,5326,only triangles,"{'min': [-0.59, -0.34, -0.46], 'max': [0.39, 0.38, 0.54]}"
normalized_data/Tree/m1079_7862.obj,Tree,7862,15674,only triangles,"{'min': [-0.14, -0.49, -0.13], 'max': [0.14, 0.51, 0.13]}"
normalized_data/Tree/m1090.obj,Tree,5482,10928,only triangles,"{'min': [-0.37, -0.6, -0.32], 'max': [0.63, 0.1, 0.45]}"
normalized_data/Tree/m1063_2417.obj,Tree,2409,4778,only triangles,"{'min': [-0.4, -0.57, -0.48], 'max': [0.36, 0.43, 0.28]}"
normalized_data/Tree/D00533_8726.obj,Tree,8218,11856,only triangles,"{'min': [-0.28, -0.24, -0.24], 'max': [0.72, 0.25, 0.22]}"
normalized_data/Tree/m1086.obj,Tree,6247,6856,only triangles,"{'min': [-0.14, -0.5, -0.15], 'max': [0.17, 0.5, 0.17]}"
normalized_data/Tree/D00200_8255.obj,Tree,7676,9131,only triangles,"{'min': [-0.64, -0.23, -0.25], 'max': [0.36, 0.25, 0.23]}"
normalized_data/Tree/m1050.obj,Tree,5410,4629,only triangles,"{'min': [-0.29, -0.56, -0.25], 'max': [0.3, 0.44, 0.29]}"
normalized_data/Tree/D00573_7959.obj,Tree,7954,16976,only triangles,"{'min': [-0.82, -0.42, -0.41], 'max': [0.18, 0.4, 0.42]}"
normalized_data/Tree/m1093_6085.obj,Tree,6085,11916,only triangles,"{'min': [-0.44, -0.91, -0.42], 'max': [0.45, 0.09, 0.39]}"
normalized_data/Tree/m1089_3638.obj,Tree,3638,7102,only triangles,"{'min': [-0.3, -0.81, -0.27], 'max': [0.28, 0.19, 0.29]}"
normalized_data/Tree/m1062_1757.obj,Tree,1757,3510,only triangles,"{'min': [-0.38, -0.48, -0.48], 'max': [0.23, 0.45, 0.52]}"
normalized_data/Tree/D00223_9671.obj,Tree,9590,17676,only triangles,"{'min': [-0.33, -0.5, -0.52], 'max': [0.62, 0.5, 0.47]}"
normalized_data/Tree/D00456_1936.obj,Tree,1936,1812,only triangles,"{'min': [-0.24, -0.15, -0.15], 'max': [0.76, 0.16, 0.16]}"
normalized_data/Tree/D00393_9585.obj,Tree,9441,14044,only triangles,"{'min': [-0.5, -0.47, -0.33], 'max': [0.5, 0.48, 0.54]}"
normalized_data/Tree/D00765_9452.obj,Tree,9422,14749,only triangles,"{'min': [-0.55, -0.35, -0.3], 'max': [0.45, 0.43, 0.43]}"
normalized_data/Tree/m1064_5624.obj,Tree,5147,8592,only triangles,"{'min': [-0.24, -0.6, -0.27], 'max': [0.27, 0.4, 0.27]}"
normalized_data/Tree/m1082_8420.obj,Tree,8420,16816,only triangles,"{'min': [-0.23, -0.37, -0.22], 'max': [0.23, 0.63, 0.22]}"
normalized_data/Tree/D00612_9399.obj,Tree,8007,4332,only triangles,"{'min': [-0.53, -0.3, -0.26], 'max': [0.47, 0.3, 0.31]}"
normalized_data/Tree/D00096_8333.obj,Tree,8327,28727,only triangles,"{'min': [-0.55, -0.19, -0.18], 'max': [0.45, 0.2, 0.2]}"
normalized_data/Tree/m1072_2197.obj,Tree,2194,3741,only triangles,"{'min': [-0.3, -0.61, -0.25], 'max': [0.17, 0.39, 0.29]}"
normalized_data/Tree/D00479_9694.obj,Tree,9583,10621,only triangles,"{'min': [-0.55, -0.43, -0.49], 'max': [0.4, 0.52, 0.51]}"
normalized_data/Tree/m1091_2457.obj,Tree,2457,3834,only triangles,"{'min': [-0.32, -0.82, -0.36], 'max': [0.25, 0.18, 0.29]}"
normalized_data/Tree/m1067_3422.obj,Tree,3399,6584,only triangles,"{'min': [-0.34, -0.61, -0.28], 'max': [0.41, 0.39, 0.33]}"
normalized_data/Tree/D00996_9531.obj,Tree,9379,6859,only triangles,"{'min': [-0.35, -0.53, -0.47], 'max': [0.55, 0.47, 0.51]}"
normalized_data/Tree/m1068_3428.obj,Tree,3418,6276,only triangles,"{'min': [-0.47, -0.59, -0.45], 'max': [0.53, 0.28, 0.45]}"
normalized_data/Tree/D00385_10000.obj,Tree,9997,11153,only triangles,"{'min': [-0.61, -0.58, -0.36], 'max': [0.39, 0.41, 0.4]}"
normalized_data/Tree/D00911_9611.obj,Tree,9549,12144,only triangles,"{'min': [-0.53, -0.52, -0.38], 'max': [0.39, 0.48, 0.6]}"
normalized_data/Tree/m1075_4578.obj,Tree,4578,9120,only triangles,"{'min': [-0.2, -0.27, -0.21], 'max': [0.16, 0.73, 0.43]}"
normalized_data/Tree/m1078_5262.obj,Tree,5262,10396,only triangles,"{'min': [-0.15, -0.53, -0.22], 'max': [0.1, 0.47, 0.16]}"
normalized_data/Tree/m1077_9650.obj,Tree,9650,19086,only triangles,"{'min': [-0.34, -0.54, -0.35], 'max': [0.37, 0.46, 0.37]}"
normalized_data/Tree/m1066_1904.obj,Tree,1904,2764,only triangles,"{'min': [-0.22, -0.69, -0.16], 'max': [0.25, 0.31, 0.2]}"
normalized_data/Tree/m1070_2229.obj,Tree,2223,3774,only triangles,"{'min': [-0.18, -0.57, -0.21], 'max': [0.13, 0.43, 0.21]}"
normalized_data/Tree/D00810_9594.obj,Tree,9526,14520,only triangles,"{'min': [-0.39, -0.4, -0.27], 'max': [0.49, 0.6, 0.3]}"
normalized_data/Tree/D00367_2783.obj,Tree,2783,3692,only triangles,"{'min': [-0.74, -0.41, -0.32], 'max': [0.26, 0.4, 0.33]}"
normalized_data/Tree/m1069_7943.obj,Tree,7894,10814,only triangles,"{'min': [-0.47, -0.68, -0.45], 'max': [0.46, 0.32, 0.54]}"
normalized_data/Tree/m1065_6024.obj,Tree,5653,8356,only triangles,"{'min': [-0.25, -0.7, -0.27], 'max': [0.28, 0.3, 0.22]}"
normalized_data/Tree/m1098_3436.obj,Tree,3436,5815,only triangles,"{'min': [-0.55, -0.57, -0.5], 'max': [0.38, 0.31, 0.5]}"
normalized_data/RectangleTable/m893_9458.obj,RectangleTable,9458,18880,only triangles,"{'min': [-0.5, -0.74, -0.29], 'max': [0.5, 0.2, 0.29]}"
normalized_data/RectangleTable/m870_13248.obj,RectangleTable,13248,26492,only triangles,"{'min': [-0.29, -0.38, -0.5], 'max': [0.29, 0.06, 0.5]}"
normalized_data/RectangleTable/D00678_1767.obj,RectangleTable,1767,3420,only triangles,"{'min': [-0.51, -0.51, -0.52], 'max': [0.49, 0.28, 0.33]}"
normalized_data/RectangleTable/m878_15144.obj,RectangleTable,15144,30268,only triangles,"{'min': [-0.45, -0.77, -0.45], 'max': [0.45, 0.23, 0.46]}"
normalized_data/RectangleTable/m908_19165.obj,RectangleTable,19165,38262,only triangles,"{'min': [-0.5, -0.24, -0.25], 'max': [0.5, 0.13, 0.25]}"
normalized_data/RectangleTable/m897_13554.obj,RectangleTable,13554,27044,only triangles,"{'min': [-0.5, -0.38, -0.12], 'max': [0.5, 0.24, 0.13]}"
normalized_data/RectangleTable/m898_19165.obj,RectangleTable,19165,38262,only triangles,"{'min': [-0.5, -0.24, -0.25], 'max': [0.5, 0.13, 0.25]}"
normalized_data/RectangleTable/m894_11363.obj,RectangleTable,11363,22690,only triangles,"{'min': [-0.5, -0.34, -0.5], 'max': [0.5, 0.08, 0.5]}"
normalized_data/RectangleTable/m882_15620.obj,RectangleTable,15620,31204,only triangles,"{'min': [-0.5, -0.42, -0.09], 'max': [0.5, 0.41, 0.44]}"
normalized_data/RectangleTable/m915_7339.obj,RectangleTable,7339,14658,only triangles,"{'min': [-0.47, -0.52, -0.25], 'max': [0.53, 0.13, 0.25]}"
normalized_data/RectangleTable/m888_9603.obj,RectangleTable,9603,19194,only triangles,"{'min': [-0.48, -0.41, -0.25], 'max': [0.52, 0.15, 0.25]}"
normalized_data/RectangleTable/m892_14632.obj,RectangleTable,14630,28902,only triangles,"{'min': [-0.5, -0.26, -0.28], 'max': [0.5, 0.04, 0.28]}"
normalized_data/RectangleTable/m873_6016.obj,RectangleTable,6016,11899,only triangles,"{'min': [-0.35, -0.39, -0.43], 'max': [0.34, 0.19, 0.57]}"
normalized_data/RectangleTable/m913_11557.obj,RectangleTable,11557,23094,only triangles,"{'min': [-0.35, -0.66, -0.51], 'max': [0.35, 0.26, 0.49]}"
normalized_data/RectangleTable/m883_9198.obj,RectangleTable,9198,18376,only triangles,"{'min': [-0.51, -0.56, -0.5], 'max': [0.49, 0.44, 0.5]}"
normalized_data/RectangleTable/m890_15553.obj,RectangleTable,15553,31070,only triangles,"{'min': [-0.5, -0.42, -0.35], 'max': [0.5, 0.15, 0.31]}"
normalized_data/RectangleTable/m912_6848.obj,RectangleTable,6848,13684,only triangles,"{'min': [-0.47, -0.42, -0.25], 'max': [0.53, 0.08, 0.25]}"
normalized_data/RectangleTable/m902_8097.obj,RectangleTable,8097,16170,only triangles,"{'min': [-0.5, -0.37, -0.22], 'max': [0.5, 0.23, 0.22]}"
normalized_data/RectangleTable/D00302_9649.obj,RectangleTable,9637,19290,only triangles,"{'min': [-0.49, -0.36, -0.49], 'max': [0.51, 0.28, 0.13]}"
normalized_data/RectangleTable/m920_5824.obj,RectangleTable,5818,11742,only triangles,"{'min': [-0.52, -0.49, -0.55], 'max': [0.48, 0.51, 0.14]}"
normalized_data/RectangleTable/m896_5354.obj,RectangleTable,5354,10636,only triangles,"{'min': [-0.43, -0.65, -0.44], 'max': [0.44, 0.35, 0.43]}"
normalized_data/RectangleTable/D00944_5784.obj,RectangleTable,5784,11532,only triangles,"{'min': [-0.5, -0.45, -0.36], 'max': [0.5, 0.47, 0.53]}"
normalized_data/RectangleTable/m907_11123.obj,RectangleTable,11123,22089,only triangles,"{'min': [-0.23, -0.5, -0.4], 'max': [0.22, 0.5, 0.06]}"
normalized_data/RectangleTable/D00418_14231.obj,RectangleTable,14230,23579,only triangles,"{'min': [-0.5, -0.49, -0.04], 'max': [0.5, 0.51, 0.34]}"
normalized_data/RectangleTable/D00523_4496.obj,RectangleTable,4496,9027,only triangles,"{'min': [-0.5, -0.49, -0.08], 'max': [0.5, 0.5, 0.15]}"
normalized_data/RectangleTable/m872_2229.obj,RectangleTable,2229,4401,only triangles,"{'min': [-0.5, -0.24, -0.22], 'max': [0.5, 0.12, 0.22]}"
normalized_data/RectangleTable/m764_6014.obj,RectangleTable,6014,11815,only triangles,"{'min': [-0.38, -0.34, -0.51], 'max': [0.35, 0.32, 0.49]}"
normalized_data/RectangleTable/D00530_5958.obj,RectangleTable,5958,11896,only triangles,"{'min': [-0.48, -0.48, -0.65], 'max': [0.44, 0.46, 0.35]}"
normalized_data/RectangleTable/m881_10524.obj,RectangleTable,10524,21020,only triangles,"{'min': [-0.49, -0.52, -0.16], 'max': [0.51, 0.15, 0.17]}"
normalized_data/RectangleTable/m910_964.obj,RectangleTable,946,1927,only triangles,"{'min': [-0.5, -0.38, -0.22], 'max': [0.5, 0.29, 0.41]}"
normalized_data/RectangleTable/m889_5110.obj,RectangleTable,5110,10216,only triangles,"{'min': [-0.29, -0.49, -0.57], 'max': [0.31, 0.08, 0.43]}"
normalized_data/RectangleTable/D00766_2973.obj,RectangleTable,2973,4965,only triangles,"{'min': [-0.5, -0.5, -0.03], 'max': [0.5, 0.5, 0.38]}"
normalized_data/RectangleTable/D00421_8040.obj,RectangleTable,8040,16056,only triangles,"{'min': [-0.5, -0.21, -0.19], 'max': [0.5, 0.21, 0.11]}"
normalized_data/RectangleTable/m906_9361.obj,RectangleTable,9361,18678,only triangles,"{'min': [-0.38, -0.08, -0.52], 'max': [0.36, 0.26, 0.48]}"
normalized_data/RectangleTable/D00954_9897.obj,RectangleTable,9897,19777,only triangles,"{'min': [-0.47, -0.52, -0.36], 'max': [0.41, 0.28, 0.64]}"
normalized_data/RectangleTable/D00317_9589.obj,RectangleTable,9589,18387,only triangles,"{'min': [-0.5, -0.5, -0.04], 'max': [0.5, 0.5, 0.26]}"
normalized_data/RectangleTable/m919_10454.obj,RectangleTable,10454,20876,only triangles,"{'min': [-0.43, -0.8, -0.46], 'max': [0.44, 0.2, 0.47]}"
normalized_data/RectangleTable/D00714_11804.obj,RectangleTable,11804,23544,only triangles,"{'min': [-0.49, -0.32, -0.22], 'max': [0.51, 0.23, 0.36]}"
normalized_data/RectangleTable/m763_12937.obj,RectangleTable,12913,25822,only triangles,"{'min': [-0.5, -0.66, -0.3], 'max': [0.5, 0.32, 0.36]}"
normalized_data/RectangleTable/m871_3354.obj,RectangleTable,3353,6793,only triangles,"{'min': [-0.22, -0.46, -0.54], 'max': [0.15, 0.45, 0.46]}"
normalized_data/RectangleTable/m914_13366.obj,RectangleTable,13366,26486,only triangles,"{'min': [-0.5, -0.22, -0.18], 'max': [0.5, 0.05, 0.19]}"
normalized_data/RectangleTable/D00603.obj,RectangleTable,7264,13672,only triangles,"{'min': [-0.49, -0.28, -0.25], 'max': [0.51, 0.31, 0.33]}"
normalized_data/RectangleTable/m879_18527.obj,RectangleTable,18527,37478,only triangles,"{'min': [-0.5, -0.27, -0.25], 'max': [0.5, 0.11, 0.25]}"
