file,class,num_vertices,num_faces,face_types,bounding_box
data/Insect/m3.obj,Insect,486,912,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.93, 0.56, 0.98]}"
data/Insect/m1.obj,Insect,255,410,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.42, 0.38, 0.98]}"
data/Insect/m16.obj,Insect,2666,5162,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.27, 0.72]}"
data/Insect/m17.obj,Insect,1548,2980,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.29, 0.65]}"
data/Insect/m0.obj,Insect,298,492,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.55, 0.98]}"
data/Insect/m26.obj,Insect,5266,10274,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.85, 0.42, 0.98]}"
data/Insect/D00160.obj,Insect,253,458,only triangles,"{'min': [-0.99, -0.9, -0.25], 'max': [0.78, 0.99, 0.32]}"
data/Insect/m19.obj,Insect,3339,5490,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.35, 0.64]}"
data/Insect/m25.obj,Insect,1249,2494,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.82, 0.5, 0.98]}"
data/Insect/m24.obj,Insect,163,284,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.43, 0.86]}"
data/Insect/m18.obj,Insect,4250,8324,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.42, 0.79]}"
data/Insect/m20.obj,Insect,1624,3042,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.42, 0.93]}"
data/Insect/D00615.obj,Insect,2546,5088,only triangles,"{'min': [-0.85, -0.77, -0.42], 'max': [0.84, 0.61, 0.59]}"
data/Insect/m21.obj,Insect,346,556,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.52, 0.83]}"
data/Insect/D00774.obj,Insect,1548,2980,only triangles,"{'min': [-0.92, -0.59, -0.15], 'max': [0.93, 0.63, 0.4]}"
data/Insect/m8.obj,Insect,423,698,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.83]}"
data/Insect/m23.obj,Insect,462,876,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.43, 0.98]}"
data/Insect/D00399.obj,Insect,2762,5295,only triangles,"{'min': [-0.84, -0.76, -0.2], 'max': [0.55, 0.79, 0.12]}"
data/Insect/m22.obj,Insect,333,620,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.43, 0.68]}"
data/Insect/D00788.obj,Insect,6170,9662,only triangles,"{'min': [-0.85, -0.58, -0.4], 'max': [0.73, 0.67, 0.47]}"
data/Insect/m9.obj,Insect,557,894,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.83, 0.98, 0.48]}"
data/Insect/D00102.obj,Insect,2572,5046,only triangles,"{'min': [-0.89, -0.58, -0.47], 'max': [0.81, 0.55, 0.62]}"
data/Insect/D00117.obj,Insect,5090,9732,only triangles,"{'min': [-1.04, -0.57, -0.6], 'max': [0.65, 0.79, 0.26]}"
data/Insect/D00895.obj,Insect,4173,15702,only triangles,"{'min': [-0.98, -0.63, -0.73], 'max': [0.71, 0.43, 0.39]}"
data/Insect/D00315.obj,Insect,314,572,only triangles,"{'min': [-0.85, -0.58, -0.39], 'max': [1.05, 0.52, 0.32]}"
data/Insect/D00713.obj,Insect,1728,6808,only triangles,"{'min': [-0.89, -0.86, -0.27], 'max': [0.74, 0.44, 0.58]}"
data/Insect/D00855.obj,Insect,299,554,only triangles,"{'min': [-1.04, -0.75, -0.2], 'max': [0.76, 0.65, 0.33]}"
data/Insect/D00672.obj,Insect,3334,5490,only triangles,"{'min': [-1.05, -0.57, -0.3], 'max': [0.75, 0.71, 0.35]}"
data/Insect/D00510.obj,Insect,329,550,only triangles,"{'min': [-1.14, -0.78, -0.25], 'max': [0.58, 0.71, 0.37]}"
data/Insect/D00662.obj,Insect,22657,41626,only triangles,"{'min': [-0.62, -0.65, -0.4], 'max': [1.11, 0.86, 0.47]}"
data/Insect/D00884.obj,Insect,22663,41626,only triangles,"{'min': [-0.6, -0.66, -0.38], 'max': [1.05, 0.8, 0.46]}"
data/Bookset/D01038.obj,Bookset,2208,14844,only triangles,"{'min': [4.97, 3.42, 0.37], 'max': [5.19, 4.39, 0.74]}"
data/Bookset/D01199.obj,Bookset,240,1524,only triangles,"{'min': [0.0, 0.0, -0.23], 'max': [13.52, 7.63, 7.39]}"
data/Bookset/D01013.obj,Bookset,320,816,only triangles,"{'min': [-0.05, 0.21, 0.0], 'max': [0.22, 0.67, 0.28]}"
data/Bookset/D01065.obj,Bookset,360,918,only triangles,"{'min': [3.39, 0.45, -0.0], 'max': [3.89, 0.71, 0.28]}"
data/Bookset/D01110.obj,Bookset,160,936,only triangles,"{'min': [0.0, 0.0, 0.0], 'max': [0.27, 0.29, 0.35]}"
data/Bookset/D01135.obj,Bookset,1645,10185,only triangles,"{'min': [-0.32, -0.22, -0.01], 'max': [10.18, 4.38, 5.04]}"
data/Bookset/D01109.obj,Bookset,1203,6861,only triangles,"{'min': [0.0, 0.0, 0.0], 'max': [0.22, 0.31, 0.27]}"
data/Bookset/D01096.obj,Bookset,624,2544,only triangles,"{'min': [0.0, 0.0, 0.0], 'max': [0.53, 0.3, 0.3]}"
data/Bookset/D01108.obj,Bookset,1614,9798,only triangles,"{'min': [0.17, 0.06, 1.62], 'max': [0.33, 0.45, 1.89]}"
data/Bookset/D01122.obj,Bookset,108,624,only triangles,"{'min': [0.0, -0.02, 0.0], 'max': [0.2, 0.11, 0.15]}"
data/Bookset/D01042.obj,Bookset,668,2373,only triangles,"{'min': [-1.91, 0.68, -0.06], 'max': [-1.67, 0.89, 0.22]}"
data/Bookset/D01078.obj,Bookset,1203,6861,only triangles,"{'min': [0.27, 0.23, 0.0], 'max': [0.58, 0.35, 0.17]}"
data/Bookset/D01050.obj,Bookset,140,780,only triangles,"{'min': [0.0, 0.0, 0.0], 'max': [0.28, 0.29, 0.32]}"
data/Bookset/D01182.obj,Bookset,187,1020,only triangles,"{'min': [-0.11, 0.01, 0.0], 'max': [0.07, 0.25, 0.24]}"
data/Bookset/D01009.obj,Bookset,444,3156,only triangles,"{'min': [0.0, 0.0, 0.0], 'max': [0.42, 0.26, 0.27]}"
data/Bookset/D01183.obj,Bookset,891,3231,only triangles,"{'min': [1.04, -0.22, -0.0], 'max': [2.96, 0.97, 1.73]}"
data/Bookset/D01030.obj,Bookset,206,1152,only triangles,"{'min': [0.0, -0.0, 0.0], 'max': [0.42, 0.31, 0.35]}"
data/Bookset/D01184.obj,Bookset,247,1557,only triangles,"{'min': [-0.0, -0.0, 0.0], 'max': [0.19, 0.23, 0.33]}"
data/Bookset/D01190.obj,Bookset,2393,14484,only triangles,"{'min': [-0.0, -2.41, 0.04], 'max': [0.16, -1.68, 0.32]}"
data/Bookset/D01146.obj,Bookset,2291,7149,only triangles,"{'min': [2.26, 2.04, 0.0], 'max': [2.54, 2.33, 0.32]}"
data/Tree/m1068.obj,Tree,1366,1892,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.85, 0.9]}"
data/Tree/D00533.obj,Tree,31668,18412,only triangles,"{'min': [-0.66, -0.31, -0.34], 'max': [0.7, 0.37, 0.31]}"
data/Tree/m1097.obj,Tree,35,31,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.42, 0.98, 0.03]}"
data/Tree/m1082.obj,Tree,82,140,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.98, 0.44]}"
data/Tree/m1096.obj,Tree,835,1376,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.57, 0.98, 0.56]}"
data/Tree/m1069.obj,Tree,18418,17436,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.91, 0.98, 0.97]}"
data/Tree/D00479.obj,Tree,28407,35761,only triangles,"{'min': [-0.73, -0.75, -0.74], 'max': [0.69, 0.67, 0.75]}"
data/Tree/m1095.obj,Tree,1303,1445,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.97, 0.98, 0.95]}"
data/Tree/D00096.obj,Tree,42566,36512,only triangles,"{'min': [-0.67, -0.37, -0.33], 'max': [1.19, 0.36, 0.36]}"
data/Tree/D00727.obj,Tree,36734,40642,only triangles,"{'min': [-0.77, -0.81, -0.92], 'max': [0.97, 0.8, 0.83]}"
data/Tree/m1091.obj,Tree,2457,3814,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.56, 0.98, 0.64]}"
data/Tree/m1090.obj,Tree,5482,10928,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.69, 0.76]}"
data/Tree/D00911.obj,Tree,32363,46364,only triangles,"{'min': [-0.72, -0.86, -0.69], 'max': [0.85, 0.84, 0.98]}"
data/Tree/m1079.obj,Tree,155,260,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.29, 0.98, 0.28]}"
data/Tree/m1092.obj,Tree,337,638,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.75, 0.93]}"
data/Tree/m1086.obj,Tree,6247,6856,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.32, 0.98, 0.33]}"
data/Tree/D00456.obj,Tree,1936,1697,only triangles,"{'min': [-0.41, -0.21, -0.21], 'max': [0.97, 0.23, 0.22]}"
data/Tree/m1093.obj,Tree,1197,1954,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.88, 0.98, 0.79]}"
data/Tree/m1078.obj,Tree,724,696,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.27, 0.98, 0.4]}"
data/Tree/m1050.obj,Tree,5410,4629,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.58, 0.98, 0.54]}"
data/Tree/D00223.obj,Tree,58763,54644,only triangles,"{'min': [-0.83, -0.76, -0.78], 'max': [0.7, 0.86, 0.82]}"
data/Tree/D00221.obj,Tree,49630,51077,only triangles,"{'min': [-0.83, -0.79, -0.73], 'max': [0.7, 0.8, 0.86]}"
data/Tree/D00393.obj,Tree,27500,41792,only triangles,"{'min': [-1.13, -0.85, -0.52], 'max': [0.68, 0.87, 1.05]}"
data/Tree/D00810.obj,Tree,17948,25996,only triangles,"{'min': [-0.83, -0.63, -0.38], 'max': [0.59, 0.98, 0.54]}"
data/Tree/D00385.obj,Tree,12531,7366,only triangles,"{'min': [-1.08, -0.86, -0.59], 'max': [0.62, 0.82, 0.7]}"
data/Tree/D00439.obj,Tree,36867,28551,only triangles,"{'min': [-0.64, -0.72, -0.44], 'max': [0.66, 0.62, 0.53]}"
data/Tree/D00834.obj,Tree,52078,73042,only triangles,"{'min': [-0.59, -0.38, -0.39], 'max': [0.92, 0.4, 0.39]}"
data/Tree/D00612.obj,Tree,11385,4891,only triangles,"{'min': [-1.04, -0.61, -0.52], 'max': [0.94, 0.58, 0.62]}"
data/Tree/D00996.obj,Tree,29340,28868,only triangles,"{'min': [-0.93, -1.0, -0.89], 'max': [0.73, 0.84, 0.91]}"
data/Tree/D00200.obj,Tree,19248,10908,only triangles,"{'min': [-0.74, -0.38, -0.4], 'max': [0.86, 0.4, 0.37]}"
data/Tree/D00573.obj,Tree,23696,23680,only triangles,"{'min': [-0.68, -0.5, -0.51], 'max': [0.59, 0.53, 0.53]}"
data/Tree/D00765.obj,Tree,29924,29804,only triangles,"{'min': [-0.89, -0.63, -0.55], 'max': [0.98, 0.83, 0.82]}"
data/Tree/D00367.obj,Tree,2783,3692,only triangles,"{'min': [-1.08, -0.71, -0.52], 'max': [0.39, 0.47, 0.45]}"
data/Tree/D00777.obj,Tree,21856,13758,only triangles,"{'min': [-0.94, -0.5, -0.49], 'max': [0.87, 0.48, 0.5]}"
data/Tree/m1075.obj,Tree,574,1112,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.36, 0.98, 0.64]}"
data/Tree/m1062.obj,Tree,334,692,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.6, 0.9, 0.98]}"
data/Tree/m1089.obj,Tree,170,264,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.58, 0.98, 0.56]}"
data/Tree/m1077.obj,Tree,832,1471,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.98, 0.72]}"
data/Tree/m1063.obj,Tree,470,932,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.78, 0.98, 0.74]}"
data/Tree/m1067.obj,Tree,1058,1756,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.76, 0.98, 0.63]}"
data/Tree/m1098.obj,Tree,3441,3701,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.91, 0.86, 0.98]}"
data/Tree/m1072.obj,Tree,1356,1296,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.54]}"
data/Tree/m1066.obj,Tree,1904,2042,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.98, 0.37]}"
data/Tree/m1070.obj,Tree,1194,1134,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.31, 0.98, 0.43]}"
data/Tree/m1064.obj,Tree,2681,1800,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.52, 0.98, 0.54]}"
data/Tree/m1065.obj,Tree,3007,1610,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.54, 0.98, 0.52]}"
data/Tree/m1071.obj,Tree,1086,1812,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.95, 0.7, 0.98]}"
data/RectangleTable/m907.obj,RectangleTable,158,214,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.98, 0.46]}"
data/RectangleTable/m913.obj,RectangleTable,104,188,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.9, 0.98]}"
data/RectangleTable/m873.obj,RectangleTable,679,1206,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.68, 0.58, 0.98]}"
data/RectangleTable/m898.obj,RectangleTable,288,348,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.38, 0.5]}"
data/RectangleTable/m872.obj,RectangleTable,2229,4413,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.37, 0.45]}"
data/RectangleTable/D00678.obj,RectangleTable,1768,3419,only triangles,"{'min': [-0.6, -0.59, -0.8], 'max': [0.77, 0.5, 0.37]}"
data/RectangleTable/m912.obj,RectangleTable,36,60,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.5, 0.5]}"
data/RectangleTable/m906.obj,RectangleTable,178,312,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.73, 0.35, 0.98]}"
data/RectangleTable/m910.obj,RectangleTable,352,1136,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.55, 0.76]}"
data/RectangleTable/m904.obj,RectangleTable,128,152,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.41, 0.98, 0.41]}"
data/RectangleTable/D00530.obj,RectangleTable,180,340,only triangles,"{'min': [-0.62, -0.63, -0.69], 'max': [0.46, 0.49, 0.49]}"
data/RectangleTable/D00295.obj,RectangleTable,190,360,only triangles,"{'min': [-0.86, -0.54, -0.9], 'max': [0.63, 0.7, 0.13]}"
data/RectangleTable/D00134.obj,RectangleTable,204,422,only triangles,"{'min': [-0.71, -0.37, -0.1], 'max': [0.73, 0.49, 0.62]}"
data/RectangleTable/m870.obj,RectangleTable,48,92,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.57, 0.44, 0.98]}"
data/RectangleTable/m871.obj,RectangleTable,60,184,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.9, 0.98, 0.89]}"
data/RectangleTable/D00243.obj,RectangleTable,839,1648,only triangles,"{'min': [-0.78, -0.24, -0.27], 'max': [0.79, 0.7, 0.47]}"
data/RectangleTable/m905.obj,RectangleTable,48,67,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.84, 0.98]}"
data/RectangleTable/m915.obj,RectangleTable,40,60,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.64, 0.5]}"
data/RectangleTable/m901.obj,RectangleTable,190,360,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.74, 0.76]}"
data/RectangleTable/m875.obj,RectangleTable,528,744,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.26, 0.38]}"
data/RectangleTable/m874.obj,RectangleTable,68,88,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.36, 0.43]}"
data/RectangleTable/m914.obj,RectangleTable,576,956,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.29, 0.38]}"
data/RectangleTable/m902.obj,RectangleTable,198,372,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.6, 0.44]}"
data/RectangleTable/m876.obj,RectangleTable,44,52,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.66, 0.97]}"
data/RectangleTable/m889.obj,RectangleTable,511,1018,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.6, 0.57, 0.98]}"
data/RectangleTable/m888.obj,RectangleTable,36,60,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.56, 0.5]}"
data/RectangleTable/m877.obj,RectangleTable,56,84,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.35, 0.98]}"
data/RectangleTable/D00523.obj,RectangleTable,12460,25140,only triangles,"{'min': [-0.98, -1.05, -0.2], 'max': [0.98, 0.9, 0.26]}"
data/RectangleTable/m917.obj,RectangleTable,96,172,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.41, 0.66]}"
data/RectangleTable/D00418.obj,RectangleTable,2003,6267,only triangles,"{'min': [-1.06, -0.87, -0.08], 'max': [0.72, 0.91, 0.59]}"
data/RectangleTable/D00230.obj,RectangleTable,3713,6676,only triangles,"{'min': [-0.75, -0.61, -0.23], 'max': [0.6, 0.67, 0.77]}"
data/RectangleTable/D00421.obj,RectangleTable,95,166,only triangles,"{'min': [-1.08, -0.35, -0.39], 'max': [0.79, 0.43, 0.16]}"
data/RectangleTable/D00187.obj,RectangleTable,2136,3688,only triangles,"{'min': [-0.56, -0.25, -0.27], 'max': [0.69, 0.83, 0.28]}"
data/RectangleTable/D00954.obj,RectangleTable,614,1052,only triangles,"{'min': [-0.71, -0.74, -0.71], 'max': [0.59, 0.45, 0.76]}"
data/RectangleTable/D00571.obj,RectangleTable,1245,2409,only triangles,"{'min': [-0.54, -0.67, -0.76], 'max': [0.69, 0.61, 0.32]}"
data/RectangleTable/m763.obj,RectangleTable,116,136,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.95, 0.66]}"
data/RectangleTable/D00766.obj,RectangleTable,2973,8352,only triangles,"{'min': [-0.94, -0.84, -0.05], 'max': [0.75, 0.85, 0.64]}"
data/RectangleTable/D00188.obj,RectangleTable,80,120,only triangles,"{'min': [-0.74, -0.61, -0.27], 'max': [1.16, 0.48, 0.5]}"
data/RectangleTable/m764.obj,RectangleTable,72,121,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.71, 0.65, 0.98]}"
data/RectangleTable/m765.obj,RectangleTable,1005,1726,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.57, 0.86]}"
data/RectangleTable/D00603.obj,RectangleTable,7120,13672,only triangles,"{'min': [-0.88, -0.58, -0.64], 'max': [0.76, 0.38, 0.3]}"
data/RectangleTable/D00944.obj,RectangleTable,1016,1996,only triangles,"{'min': [-0.88, -0.66, -0.51], 'max': [0.63, 0.72, 0.84]}"
data/RectangleTable/m891.obj,RectangleTable,190,360,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.35, 0.58]}"
data/RectangleTable/m890.obj,RectangleTable,508,979,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.57, 0.65]}"
data/RectangleTable/m919.obj,RectangleTable,78,124,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.98, 0.9]}"
data/RectangleTable/D00505.obj,RectangleTable,189,334,only triangles,"{'min': [-0.92, -0.47, -0.15], 'max': [0.83, 0.59, 0.37]}"
data/RectangleTable/D00317.obj,RectangleTable,1042,2706,only triangles,"{'min': [-1.15, -0.92, -0.03], 'max': [0.65, 0.88, 0.51]}"
data/RectangleTable/m879.obj,RectangleTable,276,556,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.38, 0.5]}"
data/RectangleTable/m886.obj,RectangleTable,996,2432,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.46, 0.71]}"
data/RectangleTable/m892.obj,RectangleTable,174,288,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.32, 0.55]}"
data/RectangleTable/m893.obj,RectangleTable,184,292,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.92, 0.57]}"
data/RectangleTable/m887.obj,RectangleTable,340,616,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.69, 0.34]}"
data/RectangleTable/m878.obj,RectangleTable,320,534,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.89, 0.98, 0.89]}"
data/RectangleTable/D00302.obj,RectangleTable,122,216,only triangles,"{'min': [-0.82, -0.42, -0.48], 'max': [0.65, 0.53, 0.44]}"
data/RectangleTable/m920.obj,RectangleTable,426,736,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.98, 0.68]}"
data/RectangleTable/m908.obj,RectangleTable,288,348,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.38, 0.5]}"
data/RectangleTable/m883.obj,RectangleTable,96,172,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.98, 0.98]}"
data/RectangleTable/m897.obj,RectangleTable,128,152,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.62, 0.26]}"
data/RectangleTable/m896.obj,RectangleTable,144,160,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.86, 0.98, 0.86]}"
data/RectangleTable/m882.obj,RectangleTable,598,1072,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.81, 0.53]}"
data/RectangleTable/m894.obj,RectangleTable,80,100,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.43, 0.98]}"
data/RectangleTable/m881.obj,RectangleTable,60,86,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.66, 0.34]}"
